CustomerID,Gender,SeniorCitizen,TenureMonths,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100669,Male,1,48,One year,No,Bank transfer,101.44,4870.16,Yes
CUST100670,Male,0,18,Month-to-month,No,Mailed check,65.92,1177.04,Yes
CUST100671,Female,1,16,Month-to-month,Fiber optic,Electronic check,45.18,718.72,Yes
CUST100672,Female,1,55,Month-to-month,Fiber optic,Mailed check,57.03,3149.45,Yes
CUST100673,Female,1,39,Two year,DSL,Mailed check,22.02,868.52,No
CUST100674,Female,0,68,Two year,DSL,Electronic check,72.4,4923.42,No
CUST100675,Male,0,59,One year,Fiber optic,Bank transfer,70.51,4152.15,No
CUST100676,Female,0,62,Month-to-month,Fiber optic,Electronic check,72.53,4530.22,No
CUST100677,Female,0,13,Month-to-month,No,Credit card,117.4,1575.51,Yes
CUST100678,Female,0,6,Month-to-month,Fiber optic,Electronic check,111.15,701.35,Yes
CUST100679,Female,0,60,Month-to-month,Fiber optic,Mailed check,36.17,2170.92,No
CUST100680,Female,0,14,Month-to-month,Fiber optic,Electronic check,56.89,793.6,Yes
CUST100681,Male,1,54,One year,Fiber optic,Bank transfer,62.4,3364.84,Yes
CUST100682,Male,0,4,Two year,Fiber optic,Mailed check,56.05,213.77,No
CUST100683,Female,1,39,One year,Fiber optic,Credit card,99.85,3912.74,No
CUST100684,Male,0,72,Month-to-month,DSL,Bank transfer,72.4,5235.18,Yes
CUST100685,Female,1,25,One year,Fiber optic,Mailed check,77.21,1959.64,No
CUST100686,Female,1,32,Month-to-month,DSL,Credit card,105.3,3397.21,No
CUST100687,Male,0,59,Month-to-month,No,Bank transfer,100.59,5935.27,Yes
CUST100688,Male,0,63,One year,Fiber optic,Credit card,33.22,2095.98,No
CUST100689,Female,0,38,Month-to-month,Fiber optic,Electronic check,91.39,3500.53,Yes
CUST100690,Female,0,53,Month-to-month,Fiber optic,Electronic check,63.54,3372.08,No
CUST100691,Female,0,67,Month-to-month,Fiber optic,Credit card,49.46,3308.7,No
CUST100692,Male,0,28,One year,DSL,Electronic check,25.0,706.2,No
CUST100693,Female,0,3,One year,No,Credit card,68.72,205.21,Yes
CUST100694,Female,0,22,Month-to-month,Fiber optic,Bank transfer,55.54,1208.06,Yes
CUST100695,Female,0,38,One year,DSL,Mailed check,45.15,1753.81,Yes
CUST100696,Male,0,72,Month-to-month,DSL,Credit card,89.47,6481.56,No
CUST100697,Female,0,72,Month-to-month,Fiber optic,Mailed check,96.95,6975.78,Yes
CUST100698,Female,1,62,One year,Fiber optic,Mailed check,44.48,2742.29,Yes
CUST100699,Male,0,57,One year,Fiber optic,Credit card,24.94,1453.3,Yes
CUST100700,Female,1,6,Two year,Fiber optic,Electronic check,104.88,624.09,Yes
CUST100701,Female,0,32,Month-to-month,Fiber optic,Bank transfer,21.0,679.54,Yes
CUST100702,Male,0,10,One year,No,Mailed check,113.71,1121.59,No
CUST100703,Female,0,3,One year,Fiber optic,Bank transfer,82.76,244.12,Yes
CUST100704,Male,0,59,Two year,Fiber optic,Mailed check,52.18,3114.12,Yes
CUST100705,Male,0,49,Month-to-month,DSL,Credit card,44.65,2224.16,No
CUST100706,Female,0,59,One year,Fiber optic,Electronic check,20.9,1227.6,No
CUST100707,Female,0,31,Month-to-month,DSL,Bank transfer,43.55,1353.56,Yes
CUST100708,Female,0,69,Month-to-month,Fiber optic,Mailed check,33.77,2319.53,Yes
CUST100709,Female,0,62,Month-to-month,No,Credit card,81.22,5020.83,No
CUST100710,Male,0,52,Month-to-month,DSL,Credit card,36.65,1955.25,Yes
CUST100711,Female,0,41,Month-to-month,DSL,Mailed check,72.86,3013.15,No
CUST100712,Male,0,31,Two year,No,Mailed check,79.01,2467.26,No
CUST100713,Female,0,22,Month-to-month,DSL,Mailed check,49.8,1129.18,Yes
CUST100714,Female,0,4,One year,Fiber optic,Electronic check,23.51,132.85,Yes
CUST100715,Female,1,13,Month-to-month,Fiber optic,Mailed check,23.73,344.96,No
CUST100716,Male,0,45,Month-to-month,Fiber optic,Mailed check,22.63,999.51,No
CUST100717,Female,0,42,Month-to-month,DSL,Electronic check,93.91,3937.3,Yes
CUST100718,Female,1,49,Month-to-month,DSL,Credit card,51.8,2564.04,No
CUST100719,Female,0,20,Month-to-month,Fiber optic,Mailed check,99.63,1998.9,Yes
CUST100720,Female,0,54,Month-to-month,No,Bank transfer,63.17,3459.95,Yes
CUST100721,Male,0,36,Month-to-month,Fiber optic,Credit card,65.3,2377.38,No
CUST100722,Female,0,1,Month-to-month,DSL,Bank transfer,71.29,118.25,Yes
CUST100723,Male,0,15,Month-to-month,Fiber optic,Mailed check,91.3,1363.6,No
CUST100724,Male,0,17,Month-to-month,No,Electronic check,47.35,845.43,No
CUST100725,Male,0,24,Month-to-month,Fiber optic,Electronic check,32.16,774.33,No
CUST100726,Male,0,58,Two year,No,Electronic check,75.61,4434.65,No
CUST100727,Male,1,72,Two year,DSL,Mailed check,52.7,3785.44,Yes
CUST100728,Male,1,23,One year,DSL,Mailed check,64.25,1493.89,Yes
CUST100729,Female,0,46,Month-to-month,Fiber optic,Bank transfer,84.69,3931.24,Yes
CUST100730,Male,0,72,One year,Fiber optic,Electronic check,69.41,5007.8,Yes
CUST100731,Male,0,8,One year,DSL,Mailed check,82.03,669.01,No
CUST100732,Male,0,59,One year,DSL,Credit card,74.42,4439.82,No
CUST100733,Female,0,59,Month-to-month,Fiber optic,Mailed check,93.98,5554.59,No
CUST100734,Female,0,13,One year,DSL,Mailed check,90.59,1199.96,Yes
CUST100735,Male,1,39,One year,Fiber optic,Credit card,73.42,2847.2,No
CUST100736,Female,0,28,Month-to-month,Fiber optic,Electronic check,87.89,2499.87,No
CUST100737,Male,0,61,One year,Fiber optic,Credit card,107.36,6574.33,No
CUST100738,Male,0,16,Month-to-month,Fiber optic,Electronic check,63.23,1019.96,Yes
CUST100739,Female,0,2,Month-to-month,Fiber optic,Credit card,61.28,103.69,Yes
CUST100740,Male,1,17,Month-to-month,Fiber optic,Bank transfer,96.42,1660.56,Yes
CUST100741,Female,0,30,One year,Fiber optic,Electronic check,78.26,2328.69,Yes
CUST100742,Female,0,13,Month-to-month,Fiber optic,Mailed check,27.1,332.38,Yes
CUST100743,Male,0,13,Month-to-month,Fiber optic,Bank transfer,109.21,1442.86,No
CUST100744,Male,0,43,Month-to-month,DSL,Electronic check,23.08,985.67,Yes
CUST100745,Female,0,21,Month-to-month,DSL,Electronic check,94.84,1985.07,No
CUST100746,Male,0,55,Month-to-month,DSL,Electronic check,95.88,5299.13,No
CUST100747,Male,0,40,One year,DSL,Credit card,115.31,4596.16,Yes
CUST100748,Male,0,15,One year,Fiber optic,Electronic check,25.41,383.09,No
CUST100749,Female,0,52,Month-to-month,Fiber optic,Mailed check,79.69,4134.34,No
CUST100750,Female,0,53,Month-to-month,Fiber optic,Electronic check,62.78,3347.95,Yes
CUST100751,Male,0,52,Month-to-month,Fiber optic,Mailed check,53.06,2785.44,No
CUST100752,Female,0,30,Two year,Fiber optic,Mailed check,29.03,901.38,Yes
CUST100753,Female,0,33,Month-to-month,Fiber optic,Mailed check,76.27,2514.78,No
CUST100754,Female,1,57,Month-to-month,Fiber optic,Bank transfer,67.9,3856.55,Yes
CUST100755,Female,1,52,Month-to-month,DSL,Mailed check,30.46,1569.43,Yes
CUST100756,Female,1,9,One year,DSL,Credit card,81.25,741.08,No
CUST100757,Male,0,54,Two year,Fiber optic,Electronic check,93.8,5111.41,Yes
CUST100758,Male,0,1,One year,No,Credit card,96.73,91.97,Yes
CUST100759,Male,0,44,One year,DSL,Bank transfer,110.54,4861.73,Yes
CUST100760,Female,0,9,Month-to-month,DSL,Electronic check,60.95,535.61,Yes
CUST100761,Female,1,32,Month-to-month,Fiber optic,Mailed check,115.31,3712.31,No
CUST100762,Male,0,15,Month-to-month,DSL,Electronic check,106.54,1625.69,No
CUST100763,Female,0,12,Month-to-month,Fiber optic,Bank transfer,49.65,620.81,No
CUST100764,Male,0,57,Month-to-month,Fiber optic,Bank transfer,35.93,2088.29,No
CUST100765,Male,0,8,Month-to-month,No,Credit card,63.54,522.37,Yes
CUST100766,Male,0,72,Month-to-month,Fiber optic,Electronic check,60.19,4323.09,Yes
CUST100767,Female,0,27,Two year,Fiber optic,Electronic check,77.57,2094.65,No
CUST100768,Female,0,62,One year,Fiber optic,Electronic check,78.34,4883.45,No
CUST100769,Male,0,12,One year,Fiber optic,Credit card,95.0,1162.92,Yes
CUST100770,Male,0,65,One year,Fiber optic,Bank transfer,70.99,4631.52,Yes
CUST100771,Male,0,42,Month-to-month,DSL,Mailed check,30.48,1307.97,No
CUST100772,Male,1,62,One year,Fiber optic,Electronic check,105.83,6586.08,No
CUST100773,Female,1,11,Month-to-month,Fiber optic,Credit card,50.98,602.47,No
CUST100774,Female,0,43,One year,Fiber optic,Credit card,117.13,5057.61,Yes
CUST100775,Male,0,17,Month-to-month,Fiber optic,Mailed check,31.79,574.93,No
CUST100776,Male,0,32,Two year,Fiber optic,Bank transfer,115.83,3703.97,Yes
CUST100777,Female,0,40,Month-to-month,DSL,Electronic check,29.1,1191.47,Yes
CUST100778,Female,0,23,Month-to-month,Fiber optic,Electronic check,43.1,1034.45,No
CUST100779,Male,1,56,Two year,Fiber optic,Credit card,24.66,1387.96,Yes
CUST100780,Male,0,6,Month-to-month,No,Bank transfer,90.51,577.6,Yes
CUST100781,Male,1,50,One year,No,Electronic check,105.03,5282.24,No
CUST100782,Female,0,37,One year,DSL,Mailed check,63.41,2330.34,No
CUST100783,Female,0,64,One year,Fiber optic,Bank transfer,112.85,7243.11,No
CUST100784,Female,0,54,Two year,DSL,Bank transfer,79.03,4256.73,Yes
CUST100785,Male,1,72,Two year,Fiber optic,Credit card,83.0,6023.71,Yes
CUST100786,Male,0,49,Month-to-month,Fiber optic,Credit card,104.54,5159.26,No
CUST100787,Female,0,11,One year,DSL,Electronic check,49.68,534.16,No
CUST100788,Female,0,49,One year,Fiber optic,Credit card,55.43,2704.59,No
CUST100789,Male,0,21,One year,DSL,Bank transfer,110.6,2344.21,Yes
CUST100790,Female,0,66,Month-to-month,DSL,Electronic check,110.1,7270.74,Yes
CUST100791,Female,0,63,One year,Fiber optic,Electronic check,117.65,7394.39,No
CUST100792,Male,0,28,Two year,Fiber optic,Bank transfer,110.18,3102.95,No
CUST100793,Female,0,17,Two year,No,Electronic check,32.74,563.73,Yes
CUST100794,Male,0,6,Month-to-month,Fiber optic,Mailed check,102.37,601.3,Yes
CUST100795,Male,0,19,Month-to-month,Fiber optic,Mailed check,60.98,1194.75,Yes
CUST100796,Male,0,56,Month-to-month,Fiber optic,Electronic check,119.08,6712.54,Yes
CUST100797,Male,0,28,One year,DSL,Credit card,67.23,1915.4,No
CUST100798,Male,0,66,One year,DSL,Mailed check,75.38,5012.65,Yes
CUST100799,Male,0,38,Month-to-month,Fiber optic,Electronic check,72.98,2768.39,No
CUST100800,Male,1,37,Month-to-month,Fiber optic,Mailed check,52.17,1928.74,Yes
CUST100801,Female,0,68,Month-to-month,Fiber optic,Credit card,27.5,1864.6,No
CUST100802,Male,0,49,Month-to-month,Fiber optic,Bank transfer,109.57,5402.48,Yes
CUST100803,Male,0,43,Two year,Fiber optic,Electronic check,100.27,4357.96,No
CUST100804,Female,0,36,One year,DSL,Electronic check,33.95,1252.38,Yes
CUST100805,Female,0,58,Month-to-month,DSL,Electronic check,97.68,5707.14,No
CUST100806,Female,0,13,Month-to-month,Fiber optic,Electronic check,82.58,1098.25,No
CUST100807,Male,0,52,Month-to-month,Fiber optic,Electronic check,60.91,3174.46,No
CUST100808,Female,0,58,Two year,No,Electronic check,45.4,2643.0,No
CUST100809,Male,0,32,Month-to-month,DSL,Credit card,105.97,3376.31,Yes
CUST100810,Male,0,60,Month-to-month,No,Bank transfer,90.02,5383.4,No
CUST100811,Male,0,58,Month-to-month,DSL,Credit card,74.77,4365.34,No
CUST100812,Male,0,56,One year,DSL,Credit card,80.96,4544.45,No
CUST100813,Female,0,28,One year,No,Bank transfer,29.11,833.74,Yes
CUST100814,Female,0,1,One year,DSL,Credit card,67.39,86.43,No
CUST100815,Male,1,42,Month-to-month,Fiber optic,Mailed check,39.37,1652.96,Yes
CUST100816,Male,0,48,Month-to-month,DSL,Credit card,40.84,1973.63,Yes
CUST100817,Male,0,40,Month-to-month,Fiber optic,Electronic check,86.13,3458.15,Yes
CUST100818,Female,0,63,One year,No,Mailed check,111.13,7008.38,Yes
CUST100819,Male,0,72,Month-to-month,DSL,Mailed check,60.38,4384.81,No
CUST100820,Male,0,4,Month-to-month,Fiber optic,Bank transfer,40.77,174.66,No
CUST100821,Female,0,38,Two year,DSL,Credit card,84.87,3247.32,No
CUST100822,Female,0,27,Two year,Fiber optic,Credit card,107.12,2934.93,No
CUST100823,Male,0,9,Month-to-month,DSL,Mailed check,94.83,894.11,Yes
CUST100824,Female,0,16,Month-to-month,DSL,Credit card,106.88,1752.41,No
CUST100825,Female,0,56,Month-to-month,DSL,Credit card,73.66,4123.86,Yes
CUST100826,Male,0,31,One year,DSL,Bank transfer,95.19,2933.34,No
CUST100827,Female,1,14,One year,No,Mailed check,34.01,474.41,No
CUST100828,Male,0,25,Month-to-month,Fiber optic,Electronic check,54.83,1370.26,No
CUST100829,Female,0,34,Month-to-month,DSL,Mailed check,58.95,2047.96,No
CUST100830,Male,1,67,One year,Fiber optic,Bank transfer,71.13,4791.16,No
CUST100831,Male,0,24,Two year,DSL,Bank transfer,112.91,2695.56,Yes
CUST100832,Male,0,26,Month-to-month,Fiber optic,Bank transfer,107.43,2782.66,Yes
CUST100833,Female,0,20,Month-to-month,No,Credit card,33.45,659.9,No
CUST100834,Male,1,64,Month-to-month,Fiber optic,Mailed check,37.28,2410.05,Yes
CUST100835,Female,0,10,Month-to-month,No,Credit card,55.76,589.08,No
CUST100836,Male,0,67,Two year,Fiber optic,Credit card,49.07,3327.87,Yes
CUST100837,Male,0,24,One year,DSL,Mailed check,81.48,2001.36,Yes
CUST100838,Female,1,5,One year,Fiber optic,Bank transfer,110.28,545.52,No
CUST100839,Male,0,67,Month-to-month,Fiber optic,Electronic check,116.23,7789.09,Yes
CUST100840,Male,0,58,One year,Fiber optic,Electronic check,85.36,4947.7,No
CUST100841,Female,0,27,Month-to-month,No,Mailed check,103.82,2808.25,Yes
CUST100842,Male,0,15,Month-to-month,Fiber optic,Mailed check,72.52,1131.83,Yes
CUST100843,Male,0,35,Month-to-month,No,Bank transfer,40.83,1449.31,No
CUST100844,Male,1,53,Month-to-month,Fiber optic,Mailed check,72.47,3872.58,Yes
CUST100845,Male,0,44,One year,Fiber optic,Mailed check,75.51,3336.75,No
CUST100846,Female,0,26,Month-to-month,Fiber optic,Bank transfer,94.25,2432.52,No
CUST100847,Female,0,47,Month-to-month,DSL,Bank transfer,41.99,1958.02,Yes
CUST100848,Male,1,34,Month-to-month,No,Credit card,56.83,1949.87,No
CUST100849,Female,0,50,Month-to-month,Fiber optic,Mailed check,56.4,2850.32,No
CUST100850,Male,0,12,Month-to-month,DSL,Electronic check,115.94,1386.35,Yes
CUST100851,Female,1,4,Month-to-month,DSL,Mailed check,64.39,288.09,Yes
CUST100852,Male,1,48,One year,Fiber optic,Electronic check,95.51,4621.23,Yes
CUST100853,Male,1,55,Month-to-month,DSL,Electronic check,95.08,5238.23,No
CUST100854,Male,1,1,Month-to-month,DSL,Electronic check,46.55,78.8,No
CUST100855,Male,0,66,Month-to-month,Fiber optic,Credit card,77.19,5102.82,No
CUST100856,Male,0,30,One year,DSL,Bank transfer,109.43,3310.38,No
CUST100857,Male,0,3,Month-to-month,Fiber optic,Bank transfer,67.52,236.04,No
CUST100858,Female,1,21,Month-to-month,DSL,Credit card,114.51,2454.14,No
CUST100859,Male,0,49,Month-to-month,DSL,Bank transfer,41.45,2035.23,No
CUST100860,Female,0,62,Month-to-month,Fiber optic,Credit card,27.42,1708.81,Yes
CUST100861,Male,0,38,Month-to-month,Fiber optic,Mailed check,109.15,4139.29,No
CUST100862,Female,0,15,One year,DSL,Credit card,104.77,1565.84,No
CUST100863,Female,0,52,One year,DSL,Bank transfer,119.26,6230.06,No
CUST100864,Female,1,46,Month-to-month,Fiber optic,Bank transfer,87.94,4089.43,No
CUST100865,Male,1,25,One year,DSL,Mailed check,113.67,2849.37,Yes
CUST100866,Male,0,21,One year,DSL,Credit card,102.69,2149.08,No
CUST100867,Female,0,5,Month-to-month,DSL,Mailed check,104.44,522.16,Yes
CUST100868,Male,0,70,Month-to-month,Fiber optic,Electronic check,76.91,5395.55,No
CUST100869,Female,0,47,Month-to-month,Fiber optic,Credit card,58.24,2737.63,Yes
CUST100870,Male,1,68,Month-to-month,Fiber optic,Mailed check,113.46,7711.63,No
CUST100871,Female,0,18,One year,Fiber optic,Mailed check,63.21,1169.3,No
CUST100872,Female,0,21,Two year,Fiber optic,Bank transfer,73.88,1532.03,No
CUST100873,Male,1,23,Two year,Fiber optic,Credit card,64.61,1503.78,Yes
CUST100874,Female,0,64,One year,Fiber optic,Electronic check,76.48,4930.28,No
CUST100875,Male,0,67,Month-to-month,DSL,Electronic check,67.05,4490.99,No
CUST100876,Female,0,40,Month-to-month,Fiber optic,Credit card,24.8,1014.23,No
CUST100877,Female,0,10,One year,Fiber optic,Credit card,108.2,1108.82,Yes
CUST100878,Male,0,52,Month-to-month,Fiber optic,Mailed check,64.44,3376.73,No
CUST100879,Male,0,72,One year,Fiber optic,Bank transfer,78.89,5691.29,Yes
CUST100880,Male,0,61,One year,DSL,Bank transfer,33.92,2073.38,No
CUST100881,Female,1,64,One year,Fiber optic,Bank transfer,20.34,1340.27,Yes
CUST100882,Male,0,5,One year,Fiber optic,Credit card,44.53,255.74,No
CUST100883,Female,0,53,Month-to-month,No,Bank transfer,90.46,4796.87,No
CUST100884,Female,0,55,One year,DSL,Mailed check,29.92,1632.81,Yes
CUST100885,Male,0,37,Two year,Fiber optic,Credit card,110.89,4087.96,No
CUST100886,Male,0,56,Month-to-month,Fiber optic,Credit card,41.5,2310.6,No
CUST100887,Female,0,59,One year,No,Bank transfer,40.46,2407.94,Yes
CUST100888,Female,0,69,Month-to-month,Fiber optic,Electronic check,38.15,2615.97,No
CUST100889,Male,1,59,Two year,Fiber optic,Electronic check,21.4,1266.18,Yes
CUST100890,Male,0,2,Month-to-month,Fiber optic,Mailed check,97.18,227.08,Yes
CUST100891,Male,0,65,Month-to-month,Fiber optic,Bank transfer,107.5,6988.1,Yes
CUST100892,Male,1,60,Month-to-month,No,Bank transfer,81.42,4918.63,No
CUST100893,Male,0,51,One year,DSL,Credit card,38.82,2012.0,Yes
CUST100894,Female,0,30,Month-to-month,DSL,Credit card,48.53,1453.11,No
CUST100895,Female,0,11,Month-to-month,No,Bank transfer,67.59,774.51,Yes
CUST100896,Female,0,39,Month-to-month,Fiber optic,Credit card,115.43,4534.11,Yes
CUST100897,Female,0,72,Two year,Fiber optic,Bank transfer,44.74,3229.1,No
CUST100898,Male,0,63,Month-to-month,Fiber optic,Mailed check,93.16,5863.81,Yes
CUST100899,Male,0,64,Month-to-month,DSL,Credit card,63.94,4108.65,No
CUST100900,Male,0,61,One year,Fiber optic,Bank transfer,49.78,3081.08,Yes
CUST100901,Female,0,54,Month-to-month,Fiber optic,Credit card,65.59,3566.63,Yes
CUST100902,Female,0,58,Two year,DSL,Mailed check,27.12,1565.06,No
CUST100903,Male,0,56,Month-to-month,DSL,Credit card,99.87,5620.51,No
CUST100904,Male,0,34,One year,Fiber optic,Bank transfer,44.33,1517.12,Yes
CUST100905,Female,0,31,Month-to-month,DSL,Credit card,92.54,2890.15,No
CUST100906,Female,1,52,Month-to-month,No,Credit card,26.83,1426.54,Yes
CUST100907,Male,0,1,One year,DSL,Bank transfer,115.51,131.56,No
CUST100908,Male,0,55,Month-to-month,Fiber optic,Electronic check,39.3,2198.48,No
CUST100909,Female,0,22,One year,No,Credit card,108.27,2412.49,Yes
CUST100910,Male,0,40,Month-to-month,Fiber optic,Credit card,100.95,4061.06,Yes
CUST100911,Male,1,1,Month-to-month,Fiber optic,Mailed check,116.79,107.35,Yes
CUST100912,Male,1,65,Month-to-month,Fiber optic,Electronic check,67.79,4444.87,Yes
CUST100913,Female,0,63,Two year,DSL,Mailed check,92.74,5888.13,Yes
CUST100914,Female,0,54,Month-to-month,DSL,Bank transfer,57.07,3071.37,No
CUST100915,Female,0,42,Month-to-month,No,Bank transfer,38.44,1628.66,No
CUST100916,Female,1,21,Month-to-month,Fiber optic,Mailed check,64.31,1348.63,Yes
CUST100917,Female,0,22,Month-to-month,Fiber optic,Credit card,36.57,837.36,No
CUST100918,Female,0,38,Month-to-month,Fiber optic,Electronic check,118.2,4522.11,No
CUST100919,Female,0,8,Two year,DSL,Mailed check,29.62,226.82,No
CUST100920,Male,0,62,Month-to-month,DSL,Mailed check,78.92,4934.43,No
CUST100921,Male,0,47,Two year,Fiber optic,Bank transfer,82.65,3877.22,No
CUST100922,Male,0,17,Month-to-month,Fiber optic,Credit card,73.81,1290.58,Yes
CUST100923,Male,0,17,One year,Fiber optic,Electronic check,86.22,1477.73,Yes
CUST100924,Male,0,13,Two year,Fiber optic,Mailed check,31.62,414.04,Yes
CUST100925,Male,0,17,Month-to-month,DSL,Electronic check,75.5,1274.58,Yes
CUST100926,Male,0,38,Two year,Fiber optic,Electronic check,48.72,1843.09,Yes
CUST100927,Female,0,45,Month-to-month,DSL,Mailed check,114.02,5157.23,No
CUST100928,Female,0,6,Two year,Fiber optic,Electronic check,96.21,595.79,Yes
CUST100929,Male,0,35,One year,DSL,Bank transfer,117.25,4092.3,No
CUST100930,Male,0,14,Month-to-month,No,Credit card,23.76,320.53,Yes
CUST100931,Female,0,72,Month-to-month,DSL,Credit card,48.51,3477.78,No
CUST100932,Male,0,61,Month-to-month,No,Credit card,39.54,2444.0,No
CUST100933,Male,0,15,Month-to-month,Fiber optic,Bank transfer,21.12,346.63,Yes
CUST100934,Female,0,54,Month-to-month,No,Bank transfer,44.23,2372.51,Yes
CUST100935,Male,1,27,Month-to-month,Fiber optic,Bank transfer,87.88,2391.98,No
CUST100936,Female,0,13,Month-to-month,No,Credit card,43.11,546.36,Yes
CUST100937,Male,1,31,One year,DSL,Electronic check,70.9,2241.16,Yes
CUST100938,Female,0,35,Month-to-month,Fiber optic,Bank transfer,108.78,3850.8,Yes
CUST100939,Female,0,60,Month-to-month,No,Mailed check,89.38,5391.68,No
CUST100940,Female,0,6,One year,DSL,Bank transfer,59.46,401.59,No
CUST100941,Male,0,69,Month-to-month,DSL,Mailed check,57.25,3987.05,No
CUST100942,Female,0,58,Month-to-month,Fiber optic,Credit card,65.57,3841.06,No
CUST100943,Male,0,49,Month-to-month,No,Mailed check,37.7,1867.18,No
CUST100944,Male,0,23,Two year,Fiber optic,Bank transfer,83.4,1919.62,No
CUST100945,Male,0,34,One year,Fiber optic,Bank transfer,56.42,1913.53,No
CUST100946,Male,0,26,Month-to-month,DSL,Electronic check,105.24,2739.14,Yes
CUST100947,Female,0,47,One year,DSL,Credit card,95.66,4520.01,Yes
CUST100948,Female,0,5,Month-to-month,Fiber optic,Mailed check,81.05,397.34,No
CUST100949,Male,0,20,One year,DSL,Credit card,56.42,1126.5,No
CUST100950,Male,0,6,One year,Fiber optic,Bank transfer,40.99,258.7,Yes
CUST100951,Female,0,70,One year,No,Electronic check,97.62,6829.71,Yes
CUST100952,Male,0,59,Month-to-month,DSL,Bank transfer,68.64,4070.97,No
CUST100953,Female,0,64,Month-to-month,Fiber optic,Bank transfer,42.48,2763.34,No
CUST100954,Male,1,18,Month-to-month,DSL,Bank transfer,39.52,743.73,Yes
CUST100955,Male,1,4,Two year,Fiber optic,Mailed check,36.54,172.81,No
CUST100956,Female,0,17,Month-to-month,DSL,Bank transfer,97.72,1682.03,No
CUST100957,Male,0,14,One year,Fiber optic,Credit card,42.9,614.76,No
CUST100958,Female,0,13,Two year,DSL,Credit card,72.66,937.64,Yes
CUST100959,Male,0,7,Month-to-month,Fiber optic,Electronic check,65.15,498.68,Yes
CUST100960,Male,0,44,One year,Fiber optic,Credit card,77.96,3427.64,Yes
CUST100961,Male,0,15,One year,DSL,Bank transfer,107.72,1602.19,No
CUST100962,Female,1,19,Two year,Fiber optic,Bank transfer,106.77,2061.13,No
CUST100963,Male,0,63,Two year,DSL,Credit card,65.11,4094.22,Yes
CUST100964,Male,0,35,One year,Fiber optic,Electronic check,21.54,759.93,No
CUST100965,Male,0,35,Month-to-month,DSL,Electronic check,62.64,2174.38,Yes
CUST100966,Male,0,19,One year,Fiber optic,Credit card,80.62,1521.37,Yes
CUST100967,Female,0,20,Month-to-month,DSL,Mailed check,75.78,1507.72,No
CUST100968,Female,0,35,One year,Fiber optic,Mailed check,85.13,2963.36,No
CUST100969,Male,0,32,Two year,DSL,Mailed check,35.41,1159.09,No
CUST100970,Female,0,48,Month-to-month,Fiber optic,Mailed check,84.65,4101.79,No
CUST100971,Male,1,44,One year,DSL,Credit card,38.27,1690.01,No
CUST100972,Male,0,24,Month-to-month,No,Electronic check,95.05,2322.42,No
CUST100973,Male,0,61,Month-to-month,No,Bank transfer,53.91,3283.44,No
CUST100974,Female,0,17,Month-to-month,DSL,Bank transfer,90.99,1549.61,Yes
CUST100975,Female,1,71,One year,Fiber optic,Credit card,24.79,1750.64,No
CUST100976,Female,0,50,Two year,DSL,Bank transfer,60.79,3062.94,No
CUST100977,Female,0,65,Two year,Fiber optic,Mailed check,90.5,5891.89,Yes
CUST100978,Female,1,32,Month-to-month,Fiber optic,Electronic check,42.69,1389.01,Yes
CUST100979,Female,1,36,Two year,Fiber optic,Credit card,99.53,3616.4,No
CUST100980,Female,0,13,One year,Fiber optic,Electronic check,83.08,1098.24,Yes
CUST100981,Female,1,70,Month-to-month,DSL,Credit card,78.76,5537.13,Yes
CUST100982,Female,0,58,Month-to-month,Fiber optic,Credit card,55.35,3255.77,No
CUST100983,Male,0,14,Month-to-month,DSL,Credit card,68.25,956.43,Yes
CUST100984,Female,0,37,Two year,Fiber optic,Credit card,79.73,2955.15,Yes
CUST100985,Female,0,68,One year,Fiber optic,Electronic check,67.25,4603.24,No
CUST100986,Female,0,40,One year,Fiber optic,Bank transfer,89.83,3615.99,No
CUST100987,Female,0,59,Month-to-month,DSL,Credit card,63.37,3731.33,Yes
CUST100988,Female,0,16,One year,DSL,Mailed check,40.23,650.01,No
CUST100989,Female,0,62,Month-to-month,DSL,Credit card,41.39,2578.93,No
CUST100990,Female,0,4,Month-to-month,DSL,Electronic check,20.58,91.68,No
CUST100991,Female,0,45,One year,DSL,Credit card,50.1,2246.98,Yes
CUST100992,Female,0,28,Month-to-month,Fiber optic,Mailed check,94.89,2701.63,Yes
CUST100993,Female,0,66,One year,No,Electronic check,99.42,6595.08,No
CUST100994,Female,0,31,Month-to-month,Fiber optic,Credit card,40.25,1261.44,No
CUST100995,Male,0,3,One year,Fiber optic,Mailed check,115.9,375.3,No
CUST100996,Male,1,8,Month-to-month,DSL,Electronic check,70.24,604.73,No
CUST100997,Female,0,24,Month-to-month,No,Credit card,111.7,2670.33,No
CUST100998,Female,0,15,Month-to-month,DSL,Mailed check,90.68,1357.73,No
CUST100999,Male,0,43,Month-to-month,No,Electronic check,92.24,3984.31,Yes
CUST101000,Female,0,31,Two year,Fiber optic,Credit card,28.5,919.43,No
CUST101001,Male,0,45,Month-to-month,DSL,Electronic check,42.0,1872.54,No
CUST101002,Male,1,66,One year,No,Mailed check,20.88,1426.96,No
CUST101003,Male,0,8,Two year,DSL,Credit card,91.61,744.72,Yes
CUST101004,Male,0,71,Month-to-month,Fiber optic,Credit card,54.44,3870.39,No
